Designator,Mid X,Mid Y,Rotation,Layer
D1,466.535,-217.59,180.0,top
D2,488.245,-217.59,180.0,top
D3,446.335,-217.69,180.0,top
J1,105.72,-209.44,180.0,top
J10,336.72,-209.44,180.0,top
J11,316.72,-209.44,180.0,top
J12,285.72,-209.44,180.0,top
J13,265.72,-209.44,180.0,top
J14,245.72,-209.44,180.0,top
J15,225.72,-209.44,180.0,top
J16,205.72,-209.44,180.0,top
J17,185.72,-209.44,180.0,top
J18,165.72,-209.44,180.0,top
J19,145.72,-209.44,180.0,top
J2,496.72,-209.44,180.0,top
J20,125.72,-209.44,180.0,top
J21,305.22,-196.94,90.0,top
J22,305.22,-204.44,90.0,top
J23,305.22,-189.44,90.0,top
J26,305.22,-211.94,90.0,top
J27,295.22,-211.94,90.0,top
J28,295.22,-204.44,90.0,top
J3,476.72,-209.44,180.0,top
J31,295.22,-196.94,90.0,top
J32,295.22,-189.44,90.0,top
J4,456.72,-209.44,180.0,top
J5,436.72,-209.44,180.0,top
J6,416.72,-209.44,180.0,top
J7,396.72,-209.44,180.0,top
J8,376.72,-209.44,180.0,top
J9,356.72,-209.44,180.0,top
R1,453.95,-217.59,0.0,top
R2,475.66,-217.59,0.0,top
R3,433.76,-217.69,0.0,top
